Source	Date	Title	Description	URL	Movie	Coding1	Coding2
Boredpanda.com	2024-11-01T18:54:32Z	‘Total Hollywood BS’: Gladiator 2 Is Historically Inaccurate, Historian Says	No, there were no sharks in the Colosseum in ancient Rome, Dr. Shadi Bartsch pointed out. The post ‘Total Hollywood BS’: Gladiator 2 Is Historically Inaccurate, Historian Says first appeared on Bored Panda.	https://www.boredpanda.com/historian-slams-gladiator-2-as-total-hollywood-crap/
Deadline	2024-10-29T18:56:08Z	Dwayne Johnson & Chris Evans Christmas Pic ‘Red One’ Eyes $36M U.S. Opening – Box Office Early Look	Amazon MGM Studios’ big $200M Dwayne Johnson and Chris Evans Santa Claus caper movie, Red One, landed on tracking recently and it’s eyeing a $36M opening in U.S./Canada with a chance for upside. The Jake Kasdan directed reteam with Johnson post their Jumanji …	http://deadline.com/2024/10/red-one-box-office-projection-dwayne-johnson-chris-evans-1236161167/
Deadline	2024-10-30T18:10:13Z	‘Wicked’ First Reactions Praise Cynthia Erivo & Ariana Grande As “Match Made In Cinematic Musical Heaven” & Say Grande “Steals Every Scene She’s In”	The first reactions to Wicked are coming in, and early reviews praise director Jon M. Chu and the film’s stars, Cynthia Erivo and Ariana Grande. Universal Pictures held a preview screening for film influencers, and their first takes are taking over social med…	http://deadline.com/2024/10/wicked-first-reactions-jon-m-chu-film-cynthia-erivo-ariana-grande-musical-1236162310/
Deadline	2024-11-02T15:30:00Z	‘Gladiator II’ Composer Harry Gregson-Williams Sought Mentor Hans Zimmer’s Approval To Tackle Sequel From The First Film – Sound & Screen Film	The moment after director Ridley Scott informally tapped Harry Gregson-Williams to craft the score to the long-awaited sequel Gladiator II, the composer knew his next phone call would be to his early mentor Hans Zimmer, who’d created the music for the origina…	http://deadline.com/2024/11/gladiator-ii-composer-harry-gregson-williams-interview-sound-and-screen-1236165215/
Creative Bloq	2024-11-02T08:00:00Z	The Wicked poster design controversy just won't go away	Cynthia Erivo explains her reaction to fan-edited images.	https://www.creativebloq.com/design/poster-design/the-wicked-poster-design-controversy-just-wont-go-away
Gofugyourself.com	2024-10-30T16:35:19Z	The Wicked Ladies Are Busy Again	And will be for a while. The post The Wicked Ladies Are Busy Again first appeared on Go Fug Yourself.	https://www.gofugyourself.com/the-wicked-ladies-are-busy-again-10-2024
Gofugyourself.com	2024-10-31T20:44:08Z	Your Afternoon Horrendous Backdrop: Gladiator II	Australia got a Gladiator II event without Denzel or Pedro, although they were very much in attendance if you count this horribly crowded poster that worked as the backdrop for the photos. It's just so LARGE and LOUD and SO MUCH GLOWERING and highly questiona…	https://www.gofugyourself.com/your-afternoon-horrendous-backdrop-gladiator-ii-10-2024
Deadline	2024-10-30T16:00:00Z	‘Emily The Strange’ Animated Feature In Works From Bad Robot, Warner Bros Pictures Animation	EXCLUSIVE: Warner Bros. Pictures Animation and Bad Robot are teaming to develop Emily the Strange, a full-length animated feature based on the beloved character from artist Rob Reger and his company Cosmic Debris. Set to pen the script is Pamela Ribon, the wr…	http://deadline.com/2024/10/emily-the-strange-animated-feature-bad-robot-warner-bros-in-works-1236161716/
Deadline	2024-10-31T18:17:30Z	CBS Sets November Debut For Special ‘The Making Of Gladiator II’	CBS has announced that The Making of Gladiator II, a special examining the process of bringing the long-anticipated Paramount Pictures sequel to life, will premiere on the network at 10:30 p.m. ET/PT on Monday, Nov. 18, also streaming on Paramount+. This insi…	http://deadline.com/2024/10/the-making-of-gladiator-ii-sets-premiere-date-cbs-paramount-plus-1236163659/
Deadline	2024-10-29T01:27:13Z	Ariana Grande & Cynthia Erivo Showcase Powerhouse Vocals With Behind-The-Scenes ‘Defying Gravity’ Clip From ‘Wicked’	Nothing can pull Ariana Grande and Cynthia Erivo down. The stars of Jon M. Chu’s sweeping musical Wicked Part 1 showcased their signature powerhouse vocals in a new behind-the-scenes clip shared on social media of the climactic song “Defying Gravity.” While j…	http://deadline.com/2024/10/ariana-grande-cynthia-erivo-wicked-defying-gravity-clip-1236160549/
Deadline	2024-10-29T18:00:00Z	‘Wicked’ Again Tops Broadway Box Office Chart With $2.2 Million Spooky Season Weekly Gross	The strong (well, some of them) got stronger on Broadway last week even as the overall box office trended slightly downward, with 28 productions on the 36-show roster reporting receipt dips. In all, the 36 shows grossed $33,921,069 for the week ending October…	http://deadline.com/2024/10/broadway-box-office-wicked-october-2024-1236161031/
Deadline	2024-10-31T01:18:53Z	Kristin Chenoweth Praises ‘Wicked’ Movie In First Reaction & Plays Coy About Potential Cameo	More than 20 years after originating the onstage role of Glinda in Wicked, Kristin Chenoweth is praising her big-screen successors. After noting she “cannot confirm or deny” a cameo in the long-awaited feature adaptation, which premieres Nov. 22 in theaters, …	http://deadline.com/2024/10/kristin-chenoweth-praises-wicked-movie-first-reaction-plays-coy-cameo-1236162977/
Consequence.net	2024-10-30T16:40:51Z	Gladiator to Receive 4K Ultra HD Steelbook Release Ahead of Gladiator II	The re-printed edition also boasts a commemorative SteelBook, a Blu-ray copy, and a digital download. Gladiator to Receive 4K Ultra HD Steelbook Release Ahead of Gladiator II Jonah Krueger	https://consequence.net/2024/10/gladiator-4k-ultra-hd-re-release/
Deadline	2024-10-31T20:27:24Z	Russell Crowe, 25 Years After ‘Gladiator’, To Battle The Roman Empire Once More In ‘The Last Druid’; AGC, Range & CAA Media Finance Launching For AFM	EXCLUSIVE: Almost 25 years after Russell Crowe waged war on the Roman Empire — and won an Oscar for his trouble — in Gladiator, the actor is once again set to stir the warrior within for The Last Druid. The movie will tell the story of a Roman Emperor who dis…	http://deadline.com/2024/10/russell-crowe-gladiator-roman-empire-last-druid-movie-agc-range-caa-afm-1236163781/
NASA	2024-11-01T16:04:17Z	I am Artemis: Lane Polak	Growing up, Lane Polak didn’t have much interest in space. Instead, he was busy writing stories, doodling, or riding his skateboard. He later dreamed of becoming an author but also considered stepping into the arena as an American Gladiator. After earning a d…	https://www.nasa.gov/image-article/i-am-artemis-lane-polak/
Eonline.com	2024-11-01T22:26:06Z	Ariana Grande Using Her Real Name in Wicked Credits	Ariana Grande has decided she’s not that girl. At least, that’s what viewers will notice when they see her name in the end credits of the upcoming Wicked film, all because she’s not going by her...	https://www.eonline.com/news/1409443/ariana-grande-using-her-real-name-in-wicked-credits
Deadline	2024-10-29T23:45:00Z	Cynthia Erivo Reflects On Blasting Fan-Made ‘Wicked’ Poster She Said Degraded Her: “I Probably Should Have Called My Friends”	Cynthia Erivo is reflecting on a fan-made Wicked poster she put on blast on social media, saying the edit degraded her. During the 2024 CFDA Fashion Awards, Erivo was asked about her outburst on Instagram and said she should’ve called her friends instead. “I’…	http://deadline.com/2024/10/cynthia-erivo-reflects-blasting-fan-made-wicked-poster-1236161563/
Forbes	2024-11-01T14:00:00Z	Dazzling European Ski Chalets, A ‘Wicked’ Hotel Suite And More Travel News	Plus: Ritz-Carlton yacht itineraries, how to protect your passport and a new AI travel influencer.	https://www.forbes.com/sites/passport/2024/11/01/dazzling-european-ski-chalets-a-wicked-hotel-suite-and-more-travel-news/
Eonline.com	2024-10-30T14:53:00Z	Ethan Slater Addresses "Difficult" Rumors About Ariana Grande Romance	Ethan Slater knows that falling in love with Ariana Grande is no ordinary thing.  And the Wicked actor, who began dating the “yes and?” singer in 2023 after filming the upcoming Broadway film...	https://www.eonline.com/news/1409298/ethan-slater-addresses-really-difficult-speculation-about-ariana-grande-relationship
Screen Rant	2024-10-29T11:10:25Z	Who Lucius' Father Is In Gladiator, And Who Gladiator 2 Changes It To	Paul Mescal's Gladiator II character Lucius was featured in the original film but his father was given a different identity in the first movie.	https://screenrant.com/gladiator-lucius-father-original-change/
[Removed]	2024-10-31T06:39:01Z	[Removed]	[Removed]	https://removed.com
Eonline.com	2024-10-30T18:51:50Z	Ariana Grande's BF Ethan Slater Reacts to Song Rumored to Be About Him	Ethan Slater is happy being Ariana Grande’s eternal sunshine. Amid speculation that Ariana wrote her recent song “Imperfect for You” about her romance with her Wicked costar, whom she met on set...	https://www.eonline.com/news/1409317/ariana-grandes-boyfriend-ethan-slater-reacts-to-song-rumored-to-be-about-him
Vanity Fair	2024-10-29T20:33:46Z	When the Broadway Witches Watched 'Wicked'	At a special 'Wicked' screening for the Broadway community, fourteen former Elphabas and Glindas gathered to welcome Cynthia Erivo and Ariana Grande into the club.	https://www.vanityfair.com/hollywood/story/when-the-broadway-witches-watched-wicked
Vulture	2024-11-01T19:00:55Z	Heretic Actually Made Smell-O-Vision Work	A onetime-only blueberry-scent-enhanced screening of the new A24 horror movie ‘Heretic’ gave a failed movie gimmick a surprisingly relevant purpose.	http://www.vulture.com/article/heretics-blueberry-scent-actually-made-smell-o-vision-work.html
Screen Rant	2024-11-01T09:20:15Z	Moana 2 Is Assured To Demolish The Original Movie's $643 Million Box Office With New Record	A new record achieved by the Disney animated sequel Moana 2 reveals that the movie has the chance to outgross the original's $643 million.	https://screenrant.com/moana-2-box-office-beat-moana-ticket-presale-record/
The Hollywood Gossip	2024-10-30T18:02:34Z	Ethan Slater, Ariana Grande’s ‘Wicked’ Boyfriend, Breaks Silence on …	When Ariana Grande’s Wicked boyfriend breaks his silence on their relationship controversy, is that going to quell the backlash? 2023 … Ethan Slater, Ariana Grande’s ‘Wicked’ Boyfriend, Breaks Silence on … was originally published on The Hollywood Gossip.	http://www.thehollywoodgossip.com/2024/10/ariana-grande-wicked-boyfriend-ethan-slater-breaks-silence/
Just Jared	2024-10-29T06:40:47Z	Cynthia Erivo Explains Why She Spoke Up About Edited 'Wicked' Poster, Talks Kardashian Family Screening	Cynthia Erivo is opening up about two buzzworthy topics that created headlines in the past couple weeks. The Emmy, Grammy, and Tony-winning actress just chatted about the controversy over a fan-edited Wicked poster and watching the movie with the Kardashian f…	https://www.justjared.com/2024/10/29/cynthia-erivo-explains-why-she-spoke-up-about-edited-wicked-poster-talks-kardashian-family-screening/
Just Jared	2024-10-29T03:40:49Z	Ariana Grande & Cynthia Erivo Attend ‘Wicked’ Screening with Broadway’s Glinda & Elphaba Actresses, Including Kristin Chenoweth!	Ariana Grande and Cynthia Erivo just united with the Broadway family of Wicked for a very special screening of their new movie! The two actresses, who star as Glinda and Elphaba in the Wicked movie, brought together Broadway’s Glinda and Elphaba actresses for…	https://www.justjared.com/2024/10/28/ariana-grande-cynthia-erivo-attend-wicked-screening-with-broadways-glinda-elphaba-actresses-including-kristin-chenoweth/
Just Jared	2024-11-02T01:37:13Z	Ariana Grande & Ethan Slater Link Arms While Stepping Out In Sydney With 'Wicked' Co-Stars Cynthia Erivo & Marissa Bode	Ariana Grande holds onto boyfriend Ethan Slater as they leave a building on Saturday (November 2) in Sydney, Australia. The 31-year-old actress and the 32-year-old actor were seen stepping out after arriving in the country alongside their Wicked co-stars Cynt…	https://www.justjared.com/2024/11/01/ariana-grande-ethan-slater-link-arms-while-stepping-out-in-sydney-with-wicked-co-stars-cynthia-erivo-marissa-bode/
Dealcatcher.com	2024-10-30T13:16:25Z	Kohl's - Wicked Cosmetic Advent Calendar $15.99	Kohl's has this Wicked Cosmetic Advent Calendar on sale for $15.99 after coupon code.<br /><br /><strong>Ways to Save More:</strong> <br /><ul><li>Text SHOP15 to 56457 and receive a unique code for an extra 15% off your purchase. </li><li>Kohl's Members earn …	https://www.dealcatcher.com/deals/health-beauty/makeup-skincare/wicked-cosmetic-advent-calendar-998318032
Livejournal.com	2024-10-29T15:24:12Z	Ariana Grande and Jonathan Bailey performing "Dancing Through Life" in ‘WICKED’	Ariana Grande and Jonathan Bailey performing "Dancing Through Life" in ‘WICKED’ pic.twitter.com/yjjSOwoPhC — Film Updates (@FilmUpdates) October 28, 2024 sourcethe Wicked promo never stopsholy color grading	https://ohnotheydidnt.livejournal.com/129452930.html
Vulture	2024-11-01T17:00:13Z	The Most Egregious Wicked Marketing Stunts	Unless you’ve been on a silent retreat, you know that ‘Wicked’ is out later this month. You know this from seeing Ariana Grande and Cynthia Erivo everywhere: sports events, magazine covers, and award shows. Aren’t you sick of this yet?	http://www.vulture.com/article/wicked-movie-marketing-stunts.html
Just Jared	2024-11-02T14:48:39Z	Ariana Grande is Using Her Real Name in 'Wicked' Credits	Ariana Grande isn’t using her stage name for Wicked. Viewers will notice that when they see the upcoming movie in theaters, the 31-year-old singer and actress, who plays Glinda, will be using a different name in the end credits. Keep reading to find out more……	https://www.justjared.com/2024/11/02/ariana-grande-is-using-her-real-name-in-wicked-credits/
[Removed]	2024-10-31T10:57:26Z	[Removed]	[Removed]	https://removed.com
CinemaBlend	2024-10-29T16:26:09Z	‘I Just Saw The Movie And I'm Dying' Wicked’s OG Glinda Kristin Chenoweth Shares Her Reaction To The Movie Musical	The original Glinda had an amazing reaction to seeing Wicked.	https://www.cinemablend.com/movies/wicked-og-glinda-kristin-chenoweth-reaction-movie-musical
Brothers-brick.com	2024-10-31T13:00:51Z	There’s no Hyde-ing the good and evil here	The duality of man is on full display in this wicked build by Kamil Karpińsky (@Karp_brick).  The post There’s no Hyde-ing the good and evil here appeared first on The Brothers Brick.	https://www.brothers-brick.com/2024/10/31/theres-no-hyde-ing-the-good-and-evil-here/
GeekTyrant	2024-11-02T18:00:00Z	You Can Now Smell Like Count Orlok From NOSFERATU Thanks To Heretic Parfum	Well, this is interesting. I don’t think I’ve ever thought about what Count Olok from Nosferatu smells like, but I imagine he doesn’t smell good.Regardless, Heretic Parfum and perfumer Douglas Little have teamed up with Focus Features to create and release a …	https://geektyrant.com/news/you-can-now-smell-like-count-orlok-from-nosferatu-thanks-to-heretic-parfum
Bloody Disgusting	2024-10-30T14:46:29Z	‘Nosferatu’ Limited Edition Scent by Heretic Parfum Lets You Smell like Count Orlok	What does Count Orlok and his damp, dark castle smell like? Heretic Parfum and perfumer Douglas Little have teamed up with Focus Features to uncover just that with a limited edition scent celebrating the release of Nosferatu this December. Heretic Parfum’s No…	https://bloody-disgusting.com/the-further/3837681/nosferatu-limited-edition-scent-by-heretic-parfum-lets-you-smell-like-count-orlok/
Just Jared	2024-10-29T04:38:43Z	Kristin Chenoweth Shares Her Review of 'Wicked' Movie After Watching It With Ariana Grande	Kristin Chenoweth has finally seen the Wicked movie and she’s giving fans her honest review! The Tony-winning actress watched the movie alongside the film’s Glinda actress, Ariana Grande, at a special Broadway screening on Monday night (October 28) at the DGA…	https://www.justjared.com/2024/10/29/kristin-chenoweth-shares-her-review-of-wicked-movie-after-watching-it-with-ariana-grande/
Just Jared	2024-10-31T06:27:55Z	'Wicked' Partners With Gap for a Fashionable New Collection (& It's Already Available!)	Gap is the latest brand to partner with Wicked to release a magical collection celebrating the release of the musical movie! This week, the fashion brand launched a limited-edition capsule collection honoring the whimsy of the iconic play. To the surprise of …	https://www.justjared.com/2024/10/31/wicked-partners-with-gap-for-a-fashionable-new-collection-its-already-available/
Just Jared	2024-10-30T21:54:12Z	The First 'Wicked' Reviews Are In: Here's What Critics Are Saying!	Wicked is nearly in theaters now, which means it’s time for critics to start weighing in on the eagerly anticipated movie adaptation of the beloved Broadway show. The Jon M. Chu-helmed movie is being released in two parts, with Part 1 being released this comi…	https://www.justjared.com/2024/10/30/the-first-wicked-reviews-are-in-heres-what-critics-are-saying/
Naturalnews.com	2024-10-31T06:00:00Z	Mike Adams Sermon 89: GOD’S JUDGMENT upon the WICKED	The Health Ranger Mike Adams talked about God’s coming judgment upon the wicked during his 89th sermon on the “Health Ranger Report” podcast, part of his 100 Sermons series for the Church of Natural Abundance. He based his sermon on the Book of Psalms, specif…	https://www.naturalnews.com/2024-10-31-sermon-89-gods-judgment-upon-the-wicked.html
disneyfoodblog.com	2024-10-29T14:52:28Z	You Could Win a Disney Vacation in Hawaii! Here’s How To Enter!	Disney has announced the “Join Moana’s Crew” contest in honor of Moana 2 splashing into theatres! The post You Could Win a Disney Vacation in Hawaii! Here's How To Enter! first appeared on the disney food blog.	https://www.disneyfoodblog.com/2024/10/29/you-could-win-a-disney-vacation-in-hawaii-heres-how-to-enter/
Vulture	2024-10-30T21:53:34Z	Okay, So What Is a Munchkin Now?	As part of reimagining ‘Wicked’ for the screen, director Jon M. Chu has fundamentally changed the definition of what a Munchkin is, and let’s just say … Ariana Grande would love Munchkinland.	http://www.vulture.com/article/wicked-munchkins-ginger-update.html
Vulture	2024-11-01T19:17:31Z	Mama, a Meme Behind You	While some spent their Octobers ensuring Cynthia Erivo was not erased from ‘Wicked’ fan materials, others were doxxing the Charli XCX concert attendee who pushed in front of Brittany Broski. Hardly any of us share the same internet.	http://www.vulture.com/2024/11/internet-drama-memes-october-2024.html
Biztoc.com	2024-11-01T11:05:40Z	Thanksgiving box office showdown shows importance of premium screens	Three heavyweight Hollywood blockbusters will face off at the box office in November, each vying for audience attention, ticket sales and time on theaters' biggest screens. Universal's "Wicked," Paramount's "Gladiator II" and Disney's "Moana 2" arrive in cine…	https://biztoc.com/x/8d9bb1aad88e8151
Just Jared	2024-11-01T15:18:37Z	Russell Crowe Returns to Ancient Rome in New Movie 'The Last Druid'	Russell Crowe might not be reprising his Oscar-winning role in Gladiator II, but it turns out that he’s headed back to Ancient Rome anyways. The 60-year-old actor is not involved with the sequel to his 2000 blockbuster, which won him an Academy Award for his …	https://www.justjared.com/2024/11/01/russell-crowe-returns-to-ancient-rome-in-new-movie-the-last-druid/
Ozbargain.com.au	2024-10-30T10:32:12Z	Scream (2022) Limited Edition Steelbook 4K UHD Blu-Ray [Region Free] $26.43 + Del ($0 with Prime/ $59 Spend) @ Amazon US via AU	Reduced from $40.24 Good timing for Halloween to have yourself a spooky night in.  Steelbook looks pretty neat too. Enjoy and have a wicked day/night. :)	https://www.ozbargain.com.au/node/874202
First Showing	2024-10-29T16:36:54Z	Dark Comedy Crime Thriller 'Lake George' Trailer with Carrie Coon	"You can't do it, can you??" Magnet Releasing has unveiled an official trailer for an indie dark comedy crime thriller called Lake George, made by filmmaker Jeffrey Reiner who has been making mostly TV recently. This premiered at the 2024 Tribeca Film Festiva…	https://www.firstshowing.net/2024/dark-comedy-crime-thriller-lake-george-trailer-with-carrie-coon/
GeekTyrant	2024-10-30T17:30:00Z	New GLADIATOR II Featurette Focuses on the Fight and Physical Training	Here’s a new featurette for Ridley Scott’s Gladiator II, and it offers a behind the scenes look at what went into the fight and physical training the actors had to go through to prepare to shoot this movie.This is a very physically demanding movie, and so the…	https://geektyrant.com/news/new-gladiator-ii-featurette-focuses-on-the-fight-and-physical-training
Just Jared	2024-11-01T17:23:37Z	Ariana Grande Reveals If She Auditioned to Play Elphaba or Glinda in 'Wicked,' Talks Prep & Kristin Chenoweth's Response	Ariana Grande opened up about her experience auditioning for Wicked. The 31-year-old pop star is bringing Glinda to life in the musical movies, the first of which premieres on November 22. During an appearance on the Sentimental Men podcast, Ariana revealed w…	https://www.justjared.com/2024/11/01/ariana-grande-reveals-if-she-auditioned-to-play-elphaba-or-glinda-in-wicked-talks-prep-kristin-chenoweths-response/
Just Jared	2024-10-30T13:56:39Z	Ethan Slater Breaks Silence on Ariana Grande & the Rumors About How Their Relationship Started, If 'Imperfect For You' Is About Him & More	Ethan Slater is talking all about Ariana Grande in a new interview. If you don’t, Ethan and Ariana met on the set of Wicked. Ariana is playing Glinda and Ethan, who previously was seen as SpongeBob SquarePants on Broadway, is playing Boq in the movie musical.…	https://www.justjared.com/2024/10/30/ethan-slater-breaks-silence-on-ariana-grande-the-rumors-about-how-their-relationship-started-if-imperfect-for-you-is-about-him-more/
CBM (Comic Book Movie)	2024-10-31T12:10:05Z	WICKED: The First Reactions To Jon M. Chu's Musical Adaptation Are In	Following a recent press screening, the first reactions to Universal's feature adaptation of hit Broadway musical, Wicked, have been shared to social media...	https://comicbookmovie.com/fantasy/wicked-the-first-reactions-to-jon-m-chus-musical-adaptation-are-in-a214226
